,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0497,0.093,0.533,0.595,-0.134,0.233
mkt-rf,0.9809,0.015,64.367,0.0,0.951,1.011
FX Factor,-0.0021,0.003,-0.69,0.491,-0.008,0.004
