,coef,std err,t,P>|t|,[0.025,0.975]
const,0.028,0.087,0.321,0.748,-0.144,0.2
mkt-rf,0.9964,0.021,48.019,0.0,0.956,1.037
FX Factor,-0.001,0.003,-0.3,0.764,-0.007,0.005
