,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3317,0.162,-2.047,0.042,-0.651,-0.013
mkt-rf,1.0853,0.039,28.16,0.0,1.009,1.161
FX Factor,0.0125,0.006,2.094,0.037,0.001,0.024
