,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1451,0.078,-1.86,0.064,-0.299,0.009
mkt-rf,1.0236,0.012,82.094,0.0,0.999,1.048
FX Factor,0.0058,0.003,1.883,0.061,-0.0,0.012
