,coef,std err,t,P>|t|,[0.025,0.975]
const,0.082,0.136,0.602,0.548,-0.186,0.35
mkt-rf,0.9921,0.032,30.635,0.0,0.928,1.056
FX Factor,-0.0028,0.005,-0.564,0.573,-0.013,0.007
