,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1235,0.102,-1.207,0.229,-0.325,0.078
mkt-rf,1.0152,0.016,62.092,0.0,0.983,1.047
FX Factor,0.0047,0.004,1.173,0.242,-0.003,0.013
