,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0261,0.087,-0.3,0.764,-0.197,0.145
mkt-rf,1.0107,0.014,71.189,0.0,0.983,1.039
FX Factor,0.0011,0.003,0.397,0.692,-0.004,0.007
