,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0694,0.078,-0.886,0.377,-0.224,0.085
mkt-rf,1.0085,0.013,80.501,0.0,0.984,1.033
FX Factor,0.0028,0.003,0.903,0.367,-0.003,0.009
