,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0238,0.061,-0.389,0.698,-0.145,0.097
mkt-rf,0.9936,0.01,99.216,0.0,0.974,1.013
FX Factor,0.0006,0.002,0.295,0.768,-0.003,0.004
