,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2803,0.182,-1.539,0.125,-0.639,0.078
mkt-rf,0.9561,0.016,59.919,0.0,0.925,0.988
FX Factor,0.0094,0.006,1.456,0.147,-0.003,0.022
