,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0449,0.063,-0.717,0.474,-0.168,0.079
mkt-rf,1.0036,0.01,100.197,0.0,0.984,1.023
FX Factor,0.0016,0.002,0.662,0.508,-0.003,0.007
