,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.095,0.071,-1.348,0.179,-0.234,0.044
mkt-rf,1.0137,0.011,89.954,0.0,0.991,1.036
FX Factor,0.0037,0.003,1.333,0.184,-0.002,0.009
