,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0151,0.051,0.298,0.766,-0.085,0.115
mkt-rf,0.9988,0.008,123.455,0.0,0.983,1.015
FX Factor,-0.0005,0.002,-0.252,0.801,-0.004,0.003
