,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.126,0.315,-0.4,0.689,-0.747,0.495
mkt-rf,1.006,0.028,36.438,0.0,0.952,1.06
FX Factor,0.0047,0.011,0.422,0.673,-0.017,0.027
