,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0902,0.09,-1.006,0.315,-0.267,0.086
mkt-rf,1.0106,0.014,70.518,0.0,0.982,1.039
FX Factor,0.0034,0.004,0.963,0.337,-0.004,0.01
