,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0509,0.082,-0.622,0.534,-0.212,0.11
mkt-rf,0.9874,0.007,137.797,0.0,0.973,1.002
FX Factor,0.0016,0.003,0.562,0.575,-0.004,0.007
