,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3964,0.29,-1.367,0.173,-0.968,0.175
mkt-rf,0.9404,0.069,13.63,0.0,0.804,1.076
FX Factor,0.0129,0.011,1.204,0.23,-0.008,0.034
