,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1177,0.111,-1.06,0.29,-0.336,0.101
mkt-rf,1.0194,0.018,57.452,0.0,0.984,1.054
FX Factor,0.0047,0.004,1.07,0.286,-0.004,0.013
