,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0941,0.138,0.679,0.498,-0.179,0.367
mkt-rf,0.9869,0.023,43.603,0.0,0.942,1.031
FX Factor,-0.0034,0.004,-0.75,0.454,-0.012,0.005
