,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1561,0.344,-0.454,0.65,-0.834,0.522
mkt-rf,1.0252,0.03,34.004,0.0,0.966,1.085
FX Factor,0.006,0.012,0.496,0.62,-0.018,0.03
