,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0392,0.171,0.23,0.819,-0.297,0.375
mkt-rf,1.0017,0.015,66.974,0.0,0.972,1.031
FX Factor,-0.0013,0.006,-0.221,0.825,-0.013,0.011
