,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0139,0.058,0.239,0.812,-0.1,0.128
mkt-rf,0.9974,0.009,107.537,0.0,0.979,1.016
FX Factor,-0.0006,0.002,-0.256,0.798,-0.005,0.004
