,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.086,0.135,-0.635,0.526,-0.353,0.181
mkt-rf,0.9874,0.022,44.63,0.0,0.944,1.031
FX Factor,0.0025,0.004,0.578,0.564,-0.006,0.011
