,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0075,0.041,-0.185,0.853,-0.088,0.073
mkt-rf,1.0033,0.007,154.016,0.0,0.99,1.016
FX Factor,0.0004,0.002,0.25,0.803,-0.003,0.004
