,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0669,0.05,-1.351,0.178,-0.165,0.031
mkt-rf,0.9912,0.008,122.409,0.0,0.975,1.007
FX Factor,0.002,0.002,1.225,0.222,-0.001,0.005
