,coef,std err,t,P>|t|,[0.025,0.975]
const,0.011,0.123,0.09,0.929,-0.231,0.253
mkt-rf,0.989,0.029,33.814,0.0,0.931,1.047
FX Factor,-0.0005,0.005,-0.119,0.905,-0.009,0.008
