,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.086,0.139,-0.616,0.538,-0.361,0.189
mkt-rf,1.0147,0.033,30.58,0.0,0.949,1.08
FX Factor,0.0031,0.005,0.603,0.547,-0.007,0.013
