,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0739,0.097,-0.76,0.448,-0.265,0.118
mkt-rf,1.0078,0.016,64.844,0.0,0.977,1.038
FX Factor,0.0027,0.004,0.711,0.478,-0.005,0.01
