,coef,std err,t,P>|t|,[0.025,0.975]
const,0.023,0.15,0.153,0.879,-0.273,0.319
mkt-rf,1.0104,0.025,41.127,0.0,0.962,1.059
FX Factor,-0.0005,0.005,-0.102,0.919,-0.01,0.009
