,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0422,0.285,-0.148,0.883,-0.604,0.52
mkt-rf,1.0042,0.025,40.182,0.0,0.955,1.053
FX Factor,0.0016,0.01,0.164,0.87,-0.018,0.021
