,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.122,0.27,-0.451,0.652,-0.654,0.41
mkt-rf,0.9862,0.024,41.647,0.0,0.94,1.033
FX Factor,0.0042,0.01,0.436,0.663,-0.015,0.023
