,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0626,0.16,-0.392,0.696,-0.377,0.252
mkt-rf,1.0204,0.038,26.843,0.0,0.946,1.095
FX Factor,0.0025,0.006,0.423,0.673,-0.009,0.014
