,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0161,0.081,0.199,0.843,-0.143,0.176
mkt-rf,1.005,0.013,77.642,0.0,0.979,1.03
FX Factor,-0.0003,0.003,-0.094,0.925,-0.007,0.006
