,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0192,0.125,0.153,0.878,-0.228,0.266
mkt-rf,0.9843,0.03,33.015,0.0,0.926,1.043
FX Factor,-0.0009,0.005,-0.188,0.851,-0.01,0.008
