,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0984,0.095,-1.041,0.299,-0.285,0.088
mkt-rf,1.0142,0.015,67.132,0.0,0.984,1.044
FX Factor,0.0039,0.004,1.053,0.293,-0.003,0.011
