,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0349,0.08,0.434,0.664,-0.123,0.193
mkt-rf,0.9979,0.013,77.846,0.0,0.973,1.023
FX Factor,-0.0012,0.003,-0.385,0.701,-0.007,0.005
