,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0626,0.164,-0.383,0.702,-0.385,0.26
mkt-rf,0.9862,0.014,68.808,0.0,0.958,1.014
FX Factor,0.002,0.006,0.343,0.732,-0.009,0.013
