,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0616,0.232,-0.266,0.791,-0.518,0.395
mkt-rf,0.9652,0.02,47.556,0.0,0.925,1.005
FX Factor,0.0017,0.008,0.203,0.839,-0.014,0.018
