,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2257,0.175,-1.286,0.2,-0.571,0.12
mkt-rf,1.0612,0.042,25.422,0.0,0.979,1.143
FX Factor,0.0085,0.006,1.312,0.191,-0.004,0.021
