,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0427,0.087,-0.493,0.622,-0.213,0.128
mkt-rf,1.0114,0.014,73.135,0.0,0.984,1.039
FX Factor,0.0019,0.003,0.564,0.573,-0.005,0.009
