,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1459,0.087,1.672,0.096,-0.026,0.318
mkt-rf,0.9404,0.021,45.29,0.0,0.899,0.981
FX Factor,-0.0058,0.003,-1.814,0.071,-0.012,0.001
