,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0361,0.064,0.561,0.575,-0.091,0.163
mkt-rf,0.9952,0.01,96.671,0.0,0.975,1.016
FX Factor,-0.0014,0.003,-0.551,0.582,-0.006,0.004
