,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0233,0.058,-0.404,0.687,-0.137,0.09
mkt-rf,0.9907,0.009,105.232,0.0,0.972,1.009
FX Factor,0.0005,0.002,0.27,0.787,-0.003,0.004
