,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0433,0.047,-0.926,0.356,-0.136,0.049
mkt-rf,1.0059,0.007,134.38,0.0,0.991,1.021
FX Factor,0.0017,0.002,0.931,0.353,-0.002,0.005
