,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0605,0.066,-0.92,0.359,-0.19,0.069
mkt-rf,1.0073,0.016,64.363,0.0,0.977,1.038
FX Factor,0.0021,0.002,0.876,0.382,-0.003,0.007
