,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.039,0.103,-0.377,0.706,-0.243,0.165
mkt-rf,1.0207,0.025,41.463,0.0,0.972,1.069
FX Factor,0.0016,0.004,0.414,0.679,-0.006,0.009
