,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3052,0.384,-0.795,0.428,-1.062,0.451
mkt-rf,1.0121,0.034,30.074,0.0,0.946,1.078
FX Factor,0.0112,0.014,0.826,0.41,-0.016,0.038
