,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1739,0.115,-1.512,0.132,-0.401,0.053
mkt-rf,0.9737,0.019,51.785,0.0,0.937,1.011
FX Factor,0.005,0.004,1.354,0.177,-0.002,0.012
