,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0444,0.068,0.653,0.514,-0.09,0.178
mkt-rf,0.9923,0.011,91.274,0.0,0.971,1.014
FX Factor,-0.0018,0.003,-0.661,0.509,-0.007,0.004
