,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0108,0.073,0.148,0.882,-0.133,0.155
mkt-rf,1.0031,0.017,57.739,0.0,0.969,1.037
FX Factor,-0.0003,0.003,-0.129,0.898,-0.006,0.005
