,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0364,0.087,0.417,0.677,-0.135,0.208
mkt-rf,0.9879,0.014,70.93,0.0,0.96,1.015
FX Factor,-0.0017,0.003,-0.486,0.627,-0.008,0.005
