,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0188,0.056,0.334,0.739,-0.092,0.13
mkt-rf,0.9962,0.009,110.641,0.0,0.978,1.014
FX Factor,-0.0008,0.002,-0.347,0.729,-0.005,0.004
