,coef,std err,t,P>|t|,[0.025,0.975]
const,0.024,0.062,0.387,0.699,-0.098,0.146
mkt-rf,0.9895,0.01,97.749,0.0,0.97,1.009
FX Factor,-0.001,0.002,-0.517,0.605,-0.005,0.003
