,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1254,0.318,0.394,0.694,-0.502,0.752
mkt-rf,1.007,0.028,36.102,0.0,0.952,1.062
FX Factor,-0.0044,0.011,-0.39,0.697,-0.027,0.018
