,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
2528,-0.0114757172195716,-0.0135392266937286,-0.0013782469166387,0.0142670851851894,0.0339625739367605,0.0454544553154265,0.049054391377785,0.0082197715319995,0.0197116529106655,0.023311588973024,0.001929107477922,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,0.06,10.42,1084.0,23.0,1.0,1.0,10.83,330.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,1.0,1.0,24.0,89.1,26051.12,2.38,0.0,0.06,0.0,0.0,0.0,0.42,0.0,-3235330,2.09,3.57,0,135868,0.0,3943782,-17.6,0,1546,1122,0,10792456,0.0,-6.29,2239762,768,-83.03,14.13,1009005,7820929,288.44,372774,0.0,541.97,0.0,0.0,107725,39.69,-2.0,-17.86,0,0,286,4650652,-206795,120764,-479548,450272,312.62,3896770,69.55,-17.91,1174984,12181888,1.52,0,0,0,100,0,14.29,9.0,0,1.58,0,0,17.97,95.71,0.0,41.08,2.52,0.03,0.48,0.79,14.29,0.0,0,1,0,10,0.24,0,0.0,0,29.62,24.0,0,1,0,0
2530,0.0123308748010028,0.0090738258440493,0.0152138893279626,0.041144186990287,0.0512811973420391,0.058331893455359,0.0571424782992644,0.0224678851527549,0.0295185812660748,0.0283291661099802,-0.0084045066568441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.46,1.88,3381.0,14.0,0.0,1.0,1.88,271.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,98.04,51774.27,4.99,0.0,0.09,0.03,15.31,0.0,0.0,0.0,-1556823,1.19,84.89,0,1842842,0.0,0,-73.18,560,1653,0,1097,6121039,0.0,-1.94,3299877,1329,-70.13,29.1,61950,7316566,95.66,89370,0.0,42.37,0.0,0.0,197027,67.6,-1.37,-108.34,0,0,0,10305,-63943,-27810,281438,144511,379.9,2220003,25.84,-109.49,87377,8433839,1.74,-4448,0,0,100,15,28.57,8.57,0,5.7,1,0,65.47,96.3,0,6.24,32.89,0.0,4.58,0.45,28.57,0,0,1,0,8,0.33,0,0,0,28.74,24.0,0,1,0,0
2534,-0.0046754610560582,0.0048265561083181,0.0092227558949922,0.0282961850828857,0.0563293450120014,0.0719059076470551,0.0769235775858677,0.0233576988730574,0.0389342615081112,0.0439519314469239,0.005782275832405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.08,27.09,6807.0,7.0,1.0,1.0,27.21,593.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,8.0,72.67,117379.23,4.59,0.0,0.12,0.0,0.0,0.0,0.12,0.0,-4356524,0.71,5.63,-45822,771962,14.45,5110000,26.33,27344,93018,29116,-84638,20854640,77.73,3.89,4189440,828,-28.08,44.23,1545821,9294849,160.85,496205,7.17,35.17,5.1,5.1,10286055,13.46,1.65,23.71,0,0,0,5287454,729879,63955,5964837,2444975,151.73,15512727,61.5,22.01,2771905,23537631,1.47,-187,0,0,100.0,52,42.86,6.0,0,77.16,1,0,32.08,92.86,1.66,6.75,3.21,0.0,29.95,0.68,42.86,0.25,0,1,0,8,0.26,0,3.31,1,89.06,23.0,0,1,0,0
2535,-0.0258218030728744,-0.0217196973125094,-0.020485215854761,9.804643692650286e-05,0.0131726209241223,0.0106300036642321,-0.0092486057271425,-0.0127472285856785,-0.0152898458455687,-0.0351684552369434,-0.0014337531522298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,1.12,15.86,2574.0,846.0,379.0,2.0,22.19,332.0,1172.0,1.0,0.0,0.04,0.03,0.0,1.0,1225.0,33.0,152.0,379.0,2.0,1505.0,77.72,64779.6,3.1,0.0,0.09,1.28,830.51,6.0,6.33,0.0,4205766,1.11,86.01,-151331,6231721,7.01,1549394,8.47,-103726,1248699,8982,-47868,5843242,72.93,13.66,-218724,45140,43.02,11.88,13312591,9000492,84.79,515590,15.2,11.93,9.4,9.4,1499089,15.86,5.82,8.75,0,0,22115,1646485,1279902,-339576,2833658,4160968,187.07,9775622,57.73,7.42,15108083,18286785,2.01,-22857,0,0,100,12,57.14,6.86,0,33.1,1,0,11.03,83.93,50,15.4,1.37,0.07,16.28,2.47,57.14,3.67,0,1,0,8,1.05,0,25,0,206.99,23.0,0,1,0,0
2536,-0.0222131740929863,-0.0071123400894357,-0.0006086127828134,0.0100715317491024,0.0231726356364828,0.0274508646699367,0.0055047706530811,-0.0091120702056059,-0.004833841172152,-0.0267799351890076,0.0027558854907155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.35,28.08,3153.0,422.0,0.0,1.0,28.08,333.0,422.0,0.0,0.0,0.02,0.0,0.0,0.0,422.0,15.0,16.0,0.0,1.0,422.0,71.9,76020.72,3.79,0.0,0.02,0.48,361.66,0.0,0.0,0.0,-3549665,0.63,8.45,0,904677,10.28,0,20.48,0,57319,0,0,18144071,65.05,5.08,3328674,7195,-31.14,24.6,2999146,7654584,149.48,163909,18.03,45.03,5.22,5.22,3299726,19.09,2.82,18.79,0,0,0,9588,814395,-57563,6778260,153089,177.96,11399624,48.37,15.4,3977450,20286240,1.47,0,0,0,100,9,85.71,6,0,25.05,1,0,21.72,97.62,12,35.5,0.75,0,12.92,0.25,85.71,1.6,0,1,25.0,6,0.13,0,2.2,0,30,23.0,0,1,0,0
2537,-0.009547591717451,0.0160425053586271,0.0280933300363982,0.0574394572051232,0.0929019917609337,0.1041031393649339,0.1050985246890488,0.0259149428383594,0.0371160904423596,0.0381114757664746,0.0039730664711037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,0.44,7.34,12008.0,23.0,2.0,1.0,7.44,301.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,0.0,2.0,1.0,25.0,92.45,126677.2,15.98,0.0,0.11,0.02,21.1,1.0,0.1,0.0,-2807179,0.73,7.13,0,515731,16.16,0,14.32,0,313,0,-121,10236778,68.16,4.47,3077209,1818,-36.54,23.33,1131948,2930431,253.84,133047,3.13,9169.79,4.1,4.1,331126,38.6,1.67,12.33,0,0,32362,526682,211341,-174612,462552,481180,155.04,7682612,67.06,11.95,1476336,11911031,1.85,0,0,0,100,9,14.29,6.86,0,2.48,1,0,26.53,100.0,6.59,22.83,6.1,0.5,0.82,2.23,14.29,3.62,0,1,0,7,0.74,0,3.35,0,90.0,23.0,0,1,0,0
2538,-0.0153296020959523,-0.0058268074828176,0.0017629407555782,0.0156636931338549,0.0473450796142448,0.0579095013285439,0.0447594400433973,0.0163517843844376,0.0269162060987367,0.0137661448135901,0.0004736909644707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,0.14,3.78,4957.0,37.0,2.0,1.0,3.95,438.0,37.0,0.0,0.0,0.01,0.0,0.0,1.0,39.0,15.0,6.0,2.0,1.0,39.0,95.34,49034.64,4.52,0.0,0.71,0.3,148.38,3.0,0.17,0.0,-251866,0.72,28.4,0,271662,0.0,2980000,-5.1,-27135,48177,0,-63017,12246475,-158.39,-2.74,186343,67648,-2.27,31.8,345600,4559859,183.93,187005,0.0,11.64,4.81,4.81,5167393,3.54,-0.92,-22.16,0,0,7762,3049797,-25866,212796,1874119,1329013,141.21,11083419,67.89,-24.79,506739,15650349,1.37,0,36.36,0,100,18,18.18,0.0,0,36.41,2,0,16.72,100.0,0,6.14,17.76,0.38,18.81,1.35,18.18,0,0,1,20.0,4,0.43,0,0,0,90,23.0,0,1,0,0
2539,-0.0236200194402691,-0.0164815514085898,-0.0050412531318809,0.000832186066074,0.0238367529108415,0.0299852873946694,0.0412923500559484,-0.0006154525955017,0.0055330818883261,0.0168401445496051,-0.0020500573095725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.07,42.62,1245.0,199.0,1.0,1.0,42.77,558.0,199.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,1.0,1.0,1.0,200.0,57.23,37838.16,0.89,0.0,0.0,0.0,0.0,0.0,0.15,0.0,-3585539,2.19,2.76,0,155492,16.49,3334000,22.77,0,32390,400,0,16359447,13.6,10.96,3089549,561,-52.72,32.66,3108675,17019023,211.04,456698,20.39,53.66,0.66,5.25,108333,32.88,5.17,22.37,0,0,0,3574033,1051119,6566,2006523,597782,265.15,6801651,57.19,17.81,4616492,18034512,1.56,0,14.29,0,100,25,0,6.43,0,0.3,1,1,58.36,98.57,5.36,20.36,1.95,1.05,0.13,1.16,0,0.52,0,1,0,10,0.5,0,9.38,0,90,22.0,0,1,0,0
2540,-0.0011234974732964,0.0097656361894028,0.0824796613318653,0.1147279768520995,0.1153924644272764,0.1093225260088737,0.125293481058837,-0.0004590098981194,-0.0065289483165222,0.009442006733441,0.0046373828386146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.12,20.3,303.0,15.0,0.0,4.0,20.3,147.0,77.0,0.0,0.0,0.03,0.0,0.0,0.0,15.0,11.0,5.0,0.0,4.0,80.0,79.65,16898.1,0.83,0.0,0.05,3.63,613.46,0.0,0.0,0.0,-491257,1.94,21.66,0,487764,8.6,1293690,27.29,0,1188930,245,0,9647197,0.0,18.81,812138,352,-6.17,42.79,2733485,10247340,205.6,740642,23.93,4.78,1.43,1.43,2752346,24.32,6.36,24.93,0,37675,414378,2572814,1304023,-95126,1728268,1301250,163.98,7957530,66.64,18.96,4778150,13048477,2.59,0,0,0,88.89,9,28.57,1.71,0,20.92,0,8,28.6,83.05,24.44,43.6,3.14,6.81,7.2,2.85,28.57,2.07,0,1,0,9,0.95,0,6.11,0,150,30.0,0,1,0,0
2542,-0.0128878010352906,-0.0029509311054596,0.0175167181616726,0.0353324519245094,0.0673716490194423,0.0780340260997975,0.0605182841137166,0.0191513960596423,0.0298137731399975,0.0122980311539166,0.0005774915498434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.23,54.73,3365.0,-828.0,-22.0,-4.0,56.65,1283.0,-3197.0,4.0,45.0,0.11,0.14,45.0,-2.0,-805.0,322.0,130.0,-28.0,-4.0,-3177.0,43.17,144264.62,1.15,1.0,0.17,9.57,13804.82,17.0,1.11,0.81,-23027224,1.84,10.9,-86568,10538810,17.34,3536443,16.91,535453,1768832,25692,2613,132633229,97.59,8.05,20476770,22762,-19.96,28.01,17611739,59160072,375.42,2714922,14.86,13.31,4.36,4.36,18244437,22.31,1.72,13.56,0,0,458956,29628564,4136357,861675,18089249,6329067,140.9,115378276,80.2,11.54,24463018,162562921,1.8,44,14.29,0,100,17,0.0,6.86,0,30.28,0,0,34.48,94.9,36,5.18,0.61,0.04,7.14,0.41,0.0,1.2,0,1,0,14,0.08,0,7.5,0,148.4,20.0,0,1,0,0
2543,-0.0095520451797751,0.0217540460514588,0.023662722935338,0.0269585738611667,0.0350052644429327,0.0400670839710387,0.0384524857251074,-0.001505354598009,0.003556464930097,0.0019418666841657,-0.0055915317094002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.23,3.7,0.0,17.0,0.0,1.0,3.7,242.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,17.0,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387331,0.87,32.34,-44386,164304,34.07,525469,1.25,0,1022183,2249,-5955,5655,0,2.13,898406,1320,-7.48,2.75,6230164,1737438,47.33,96268,0.0,6.04,0,0,2177101,6.33,0.58,0.81,0,0,117379,744656,79784,-438647,-407825,2465978,114.28,5177104,73.17,0.81,6406216,5916365,2.3,0,0,0,100.0,11,14.29,6.86,0,7.9,2,0,29.77,97.5,0,49.47,1.56,1.0,2.26,4.6,14.29,0,0,1,0,6,1.24,0,0,0,100,20.0,0,1,0,0
2545,-0.0179623373285862,-0.0171046688736348,-0.0102824761472718,0.0096016890297993,0.0327902260774086,0.046073200140906,0.0054422973509197,0.0052261997190231,0.0185091737825205,-0.0221217290074656,0.0045317525990242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.09,29.07,6467.0,85.0,0.0,2.0,29.07,328.0,185.0,0.0,0.0,0.12,0.0,0.0,0.0,85.0,102.0,23.0,0.0,2.0,185.0,70.87,255019.68,7.89,0.0,0.06,1.58,4022.27,0.0,0.0,0.0,958813,1.1,4.81,0,456275,7.2,11404916,32.12,0,287187,4925,-131,22952533,84.44,16.25,-124941,739,5.3,44.45,3586608,12552212,203.42,796024,1.07,19.26,11.75,11.75,16332503,3.2,4.27,27.34,0,0,573037,12027446,2073788,-952666,8130283,923236,139.38,18078220,72.49,27.05,6456420,25197924,1.93,0,9.09,0,100,36,27.27,0,0,124.39,2,0,40.42,98.48,17.99,30.66,0.46,0.28,37.26,0.26,27.27,1.02,0,1,25,6,0.07,0,17.99,0,29.68,19.0,0,1,0,0
2546,-0.0323169499628047,-0.0153856006177773,0.0062556592621131,0.033357773846061,0.0349187153613741,0.0383391666812562,0.0403670533774353,-0.0307560084474916,-0.0273355571276095,-0.0253076704314304,0.001933385036735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,0.29,18.25,362.0,31.0,1.0,2.0,19.5,106.0,45.0,0.0,0.0,0.02,0.0,0.0,1.0,32.0,6.0,0.0,1.0,2.0,46.0,80.48,16958.14,1.37,0.0,0.02,1.66,281.07,0.0,1.25,0.0,1985937,1.7,112.55,0,4108192,6.61,0,5.45,144653,2828300,0,19766,0,60.94,22.24,-320222,8280,32.02,7.49,13072318,5211620,92.15,288539,19.91,4.82,7.32,7.32,680667,13.98,7.3,5.54,0,0,0,162329,769772,-83932,1345805,4085146,141.13,6202049,67.46,4.43,14130629,8752989,1.6,0,11.11,0,76.92,7,66.67,8.94,0,23.59,0,38,21.26,88.89,33.22,34.18,0.71,0.18,7.8,3.26,66.67,4.26,0,1,0,10,1.06,0,16.61,0,100,19.0,0,1,0,0
2547,-0.0327313809429636,-0.0215604697986873,-0.023932727219767,-0.0007437370120021,0.0237706848182737,0.0461625957197503,0.0478155558696999,-0.0082169591126876,0.0141749517887889,0.0158279119387385,0.0027141228134531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.31,19.17,8638.0,586.0,-53.0,1.0,20.26,900.0,586.0,0.0,0.0,0.0,0.0,0.0,-1.0,533.0,11.0,0.0,-53.0,1.0,533.0,79.69,90317.2,3.84,0.0,0.05,0.13,115.01,0.0,1.09,0.0,-204553,0.93,37.62,0,3565410,10.87,23615129,6.68,86,486982,3469475,3472,8607636,89.62,5.47,1100257,508728,-1.71,40.0,4063448,10846133,74.32,2256384,33.38,11.62,5.15,5.15,42467638,1.29,1.19,14.79,0,9509,2191691,32606765,452500,-834161,1394262,2239612,119.89,11949456,78.45,9.85,6772332,14326158,2.04,55,28.57,0,100,30,57.14,7.71,0,224.53,0,5,33.56,98.98,7.2,13.11,2.21,0.21,73.65,1.23,57.14,1.12,0,1,17.65,14,0.26,0,5.0,0,150,19.0,0,1,0,0
2548,-0.0159670718187699,-0.0087874177172489,0.0037380561701264,0.0020863052109732,0.0124372292422544,0.0188596658673863,0.0153864554336353,-0.0056161477874886,0.0008062888376432,-0.0026669215961077,0.0010031112667903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,0.2,45.54,719.0,171.0,3.0,2.0,46.71,277.0,183.0,0.0,0.0,0.01,0.0,0.0,2.0,174.0,5.0,0.0,14.0,2.0,198.0,53.23,61976.36,1.04,0.0,0.06,0.7,430.99,0.0,1.17,0.0,1215409,1.4,6.99,-850,511331,7.61,4897478,27.45,9322,252543,0,7031,28957761,69.7,16.19,-2096776,72146,8.91,33.53,7537081,24304094,166.65,689134,13.21,45.08,7.97,7.97,4156461,0.07,7.68,28.18,0,0,3020,5026747,3112279,150732,14540849,1260359,234.85,13643460,51.58,24.45,11338494,32041283,1.11,4228,11.11,0,100,2,44.44,9.78,0,6.7,2,0,14.93,100.0,100.18,15.84,1.33,0.61,3.25,0.86,44.44,3.13,0,1,0,8,0.42,0,40.07,0,150.45,17.0,0,1,0,0
2597,-0.0102473423511804,-0.002654745226229,0.0049448809023792,0.0210844768853206,0.0450519967610834,0.0525611110661969,0.0480975019270991,0.0137201775245823,0.0212292918296959,0.0167656826905981,-0.0015440116990472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0.13,28.02,70.0,49.0,0.0,2.0,28.02,135.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2.0,55.0,71.98,4227.62,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023509,2.07,49.03,0,883686,6.82,1650000,7.99,408443,1250024,251908,-12539,424838,40.1,19.61,-1024581,21257,23.4,13.55,12508172,8815500,29.36,803987,18.68,10.64,9.95,15.62,6446789,8.25,9.29,9.26,0,60690,27015,1970089,1155907,-435542,1732427,2445167,128.09,4373090,52.65,7.53,14468066,5601484,0.98,4278,55.56,0,100,5,44.44,7.78,0,76.84,1,21,25.75,91.4,12.33,47.57,0.2,2.53,43.15,0.52,44.44,1.01,0,1,0,9,0.25,0,0,0,29.64,9.0,0,1,0,0
2601,-0.0213023360943166,-0.0056244179967691,0.0071601951765754,0.0264366533280745,0.0500471657424605,0.0503607112808943,0.0527765212719655,0.0023081763200694,0.0026217218585032,0.0050375318495744,-0.0002662346535262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.43,37.54,17143.0,108.0,0.0,1.0,37.54,631.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,1.0,108.0,62.4,170543.71,10.87,0.0,0.06,0.0,0.0,0.0,0.0,0.0,200141,0.95,40.56,-94491,3982775,0.0,2745440,4.91,-810816,863587,2072474,-133894,1292259,0.0,-2.39,-247242,32414,1.47,56.19,2822134,7897763,17.98,3303110,0.0,7.14,0.0,0.0,28309555,-5.19,-0.81,-3.39,0,0,7306931,10666452,316584,-1148769,468041,2315165,58.52,13625765,66.95,-2.61,6441828,7973374,3.14,29369,0,0,100.0,15,42.86,7.71,0,133.31,2,88,16.8,90.82,0.0,13.89,4.47,5.68,89.17,2.4,42.86,0.0,0,1,0,14,0.79,0,0,0,288.1,54.0,1,0,0,0
2603,-0.0243424823314019,-0.0235602697027862,-0.0467016686817927,-0.0356060731937934,-0.0239863175661412,-0.0090629311397519,-0.0266287756333068,-0.0127227267037497,0.0022006597226395,-0.0153651847709153,-0.0127062978358666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,2.22,10.16,180454.0,-2519.0,715.0,-2.0,12.41,4813.0,-22793.0,79.0,3045.0,0.6,0.09,2052.0,1.0,248.0,7164.0,3868.0,715.0,1.0,248.0,87.31,3228574.7,15.0,5.0,0.27,3.97,128173.99,352.0,1.11,1.14,51858045,2.15,103.0,0,44096485,6.39,77040500,16.74,-581406,21918623,1552438,-2359806,385097,54.0,30.16,-11092103,341671,71.54,21.97,161590726,203129711,21.98,10875169,9.65,11.25,6.48,6.48,248382949,9.01,8.24,15.38,0,0,53831455,160235742,34667864,-32884890,33449400,20567207,118.41,72490805,69.63,13.89,207077912,85837891,1.69,-1656456,0,0,100,0,55.56,7.67,1,85.12,1,13,23.54,97.44,131.25,15.6,0.29,0.0,46.34,0.59,55.56,0.5,0,1,0,9,0.18,0,9.5,0,600.18,32.0,0,1,0,0
2605,-0.0131271797248116,0.0116429177671376,0.0201182997622344,0.055625589982609,0.0766260121283964,0.082669689500899,0.0558683705805928,0.0078732424209758,0.0139169197934785,-0.0128843991268277,-0.000729814484308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35,0.27,26.67,5638.0,53.0,30.0,1.0,27.69,585.0,53.0,4.0,0.0,0.01,0.27,0.0,1.0,83.0,21.0,0.0,30.0,1.0,83.0,71.92,80876.55,3.85,0.0,0.39,0.37,301.24,0.0,1.02,0.0,2436234,0.92,250.9,0,4665858,17.78,3346686,19.75,-2216073,180524,0,-928288,0,207.14,-4.16,-1457257,15993,121.89,24.48,2967116,13287513,1.15,185921,7.63,12.4,2.2,2.2,15576155,-9.26,-3.03,19.02,0,0,10631,3508403,776090,88593,10600747,0,278.65,1998735,26.04,6.49,3929127,5569408,2.91,-347368,0,0,100,5,28.57,0.0,0,113.85,0,5,26.84,88.57,5.12,5.61,7.41,0.0,96.44,1.86,28.57,2.58,0,1,12.5,5,1.38,0,5.12,0,291.2,30.0,0,1,0,0
