,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Renewable energy usage rate of listed companies,Greenhouse gas emission intensity,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
6414,0.0436229872131334,-0.005152084366178,0.014271899591507,0.0797622988193543,0.0042455994159108,0.0079859504698978,0.0414378990210865,-0.03189371219031,-0.028153361136323,0.0052985874148656,-0.0006441905750411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1.51,37.71,2852.0,168.0,-22.0,1.0,39.46,97.0,168.0,2.0,0.0,0.5,0.21,0.0,-2.0,146.0,121.0,0.0,-27.0,1.0,146.0,60.19,523233.34,11.78,0.0,0.34,4.24,22198.89,0.0,1.76,0.0,-1553660,2.38,68.87,-233608,14412844,6.01,8582054,3.54,-1500433,14912308,20154508,-1083493,14656678,23.83,0.67,647447,29105,-3.28,23.02,33096924,21201828,101.26,8375445,21.42,5.74,2.27,2.27,34584048,6.9,0.22,3.8,0,4279595,2439919,15723024,1524057,-305128,2057104,16277350,121.82,47396712,68.37,2.98,42996426,57737620,0.92,-332167,28.57,0,100,10,42.86,6.86,0,6.42,0,2,16.74,100.0,36.0,33.89,2.95,0.91,2.03,9.08,42.86,2.6,0,1,0,5,2.83,0,3.06,0,2848.0,6.0,0,1,0,0
6415,-0.0320121296388272,-0.048325627991363,-0.0486493830478317,-0.0130951650968537,-0.0739856402501987,-0.0675498644040253,-0.0807413313977288,-0.0929026047921722,-0.0864668289459988,-0.0996582959397023,0.0035618060293296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55,2755.0,0.45,60.24,83.0,50.0,5.0,1.0,62.8,93.0,50.0,1.0,41.0,0.03,0.27,1.0,1.0,55.0,6.0,0.0,5.0,1.0,55.0,36.9,224930.07,0.36,6.0,0.3,7.23,16260.01,0.0,2.43,0.13,2561647,17.88,501.12,0,9856453,81.29,0,28.12,-1902912,1700613,2535743,-347744,2245566,29.62,11.33,182159,32891,99.63,50.89,4634646,354482490,19.56,2157770,9.39,13.89,0.28,0.28,7500893,26.51,10.22,29.58,0,1364452,42052,84397,2654103,-1889500,12150971,666528,596.13,2571122,11.63,26.8,9438134,15327127,0.0,-245999,66.67,0,85.71,4,33.33,6.5,0,16.68,1,0,16.45,83.67,560.18,11.63,0.65,3.39,14.74,0.57,33.33,8.74,0,1,20,7,0.52,0,11.85,0,138.75,7.0,0,0,0,1
6416,0.0702487819247596,0.0936343127320614,0.1639699700411029,0.2657539472880537,0.1621638237762477,0.1655233864331242,0.2059261335691583,-0.0333413415870463,-0.0299817789301697,0.0104209682058642,0.0245223744714219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,98.5,5.99,33.8,4521.0,1193.0,-35.0,1.0,41.73,73.0,1193.0,6.0,-2041.0,0.51,0.19,-353.0,-6.0,805.0,93.0,0.0,-304.0,1.0,805.0,57.94,455304.94,24.71,-6.0,0.33,2.06,9365.93,0.0,2.37,5.55,281364,2.69,177.19,0,1012714,20.26,24517,6.98,-44707,725229,353069,-16454,2162714,66.67,3.16,21532,1327,27.65,20.15,1883877,8636184,85.2,310818,26.84,5.3,3.09,3.09,595025,-9.97,2.19,7.03,0,122542,66105,286256,164684,-25616,1098046,673446,402.79,1017428,27.78,5.14,2359379,4098098,0.82,-14900,28.57,0,100,11,42.86,6.0,0,0.96,0,4,14.25,100,10.5,27.48,3.06,1.25,0.69,4.43,42.86,3.9,0,1,0,6,2.88,0,3.6,0,142.8,2.0,0,1,0,0
6431,0.0515887949887684,0.0439140500681932,0.0525908708006216,0.1267046313762257,0.0568311169596408,0.088513979410892,0.0931717626786697,-0.0182847194278164,0.0133981430234346,0.0180559262912124,0.0026031534587774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.32,6.14,0.0,-6.0,0.0,-4.0,6.14,50.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-4.0,-54.0,93.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22172,3.78,128.71,0,151434,92.18,0,-34.63,-41793,185929,348862,-8483,87216,0,5.32,135241,158,-6.34,28.98,37486,1842120,37.39,33570,0.91,0.89,0,0,733252,225.41,3.35,106.92,0,1764,194685,198424,-18276,-70659,-233286,93398,155.92,349896,42.88,68.73,52780,545541,1.45,-5415,0,0,100.0,0,80,6.0,0,0.0,2,0,15.4,100.0,0,30.38,39.03,3.61,0.0,18.83,80,0,0,1,0,12,11.19,0,0,0,139.8,6.0,1,0,0,0
6442,0.0081038470740516,-0.0208959117119627,0.0186570896513663,0.122252066365401,0.1163989887064178,0.1214620879769611,0.1299568767962912,0.0022507694150683,0.0073138686856117,0.0158086575049417,0.006135942161731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,31.7,0.11,2.14,1802.0,1.0,1.0,1.0,4.29,69.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,95.61,56269.97,10.4,0.0,0.1,0.0,0.0,0.0,2.14,0.0,-170003,1.42,144.21,-110853,677197,43.51,236000,6.62,-118075,669972,7778,-11434,722706,76.94,2.21,44231,1078,-17.11,22.02,1105292,2394315,82.89,218208,28.8,4.63,2.77,2.77,888573,7.07,1.25,4.85,0,50575,66767,401981,93887,-20343,981309,351145,220.12,993709,45.37,3.45,1417387,2187370,0.58,-12558,28.57,0,100,0,42.86,7.71,0,3.26,1,0,29.37,100,8.6,11.77,2.99,1.55,1.78,4.84,42.86,6.56,0,1,0,5,2.72,0,2.2,0,84.02,5.0,1,0,0,0
6443,0.0918046887329581,0.0460358562368784,0.0672998041904974,0.1723172097865687,0.0714809632424664,0.0282823175425895,0.1083905509572331,-0.0090315578111441,-0.052230203511021,0.0278780299036225,0.0022400770024581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65,4.77,22.55,12716.0,-208.0,0.0,-2.0,22.55,446.0,-4129.0,12.0,0.0,1.18,0.06,0.0,0.0,-208.0,1310.0,0.0,0.0,-2.0,-4129.0,77.26,371464.88,11.41,0.0,0.2,10.3,38268.24,348.0,0.0,0.0,-222595,3.34,72.45,0,852044,0.0,2419899,-4.17,-174638,1004775,763,-46,1166827,0,-1.94,-52606,569,-8.61,2.47,2444023,15558280,46.34,166033,0.0,5.68,0,0,6140229,32.26,-0.96,-3.62,0,19519,3261,2438842,-104519,-502549,-92245,849331,138.11,2584455,51.73,-3.66,2505990,3569516,1.31,-2060,25.0,0,81.82,10,50.0,9.0,0,6.37,2,4,12.36,96.55,2.39,3.24,4.52,0.1,3.08,5.42,50.0,5.44,0,1,0,11,2.72,0,1.44,0,278.1,5.0,1,0,0,0
6449,0.0572501795787594,0.0598284128807278,0.0594516747857147,0.1309412602602573,0.0233533468413096,0.0117163883172272,0.0448116304773186,-0.0503377338401882,-0.0619746923642706,-0.0288794502041792,0.0026250783898602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,2.08,25.77,2833.0,17.0,1.0,1.0,25.81,89.0,17.0,0.0,0.0,0.24,0.0,0.0,1.0,18.0,54.0,0.0,1.0,1.0,18.0,73.93,150474.8,12.74,0.0,0.26,1.91,2868.21,35.0,0.03,0.0,144157,2.09,111.79,0,828249,13.27,0,14.25,-117015,1047729,34293,-31714,599133,58.07,4.77,200191,1017,8.01,27.02,996048,5310494,64.82,174353,25.0,2.59,3.18,3.18,1664764,21.51,2.68,14.1,0,48030,13802,13802,194451,-198418,1002315,444216,149.42,1800249,41.66,10.57,1364852,2689879,0.53,-1195,71.43,0,100,30,28.57,5.14,0,7.99,1,3,26.41,96.43,33.22,21.63,5.03,2.08,4.66,5.57,28.57,9.55,0,1,0.0,4,3.09,0,9.76,0,142.08,6.0,1,0,0,0
6451,0.0574607495425697,-0.0505560832139557,-0.0713717504298924,-0.0344384999402018,-0.1233314966932097,-0.126474287620826,-0.0966737292723392,-0.0314322472104381,-0.0345750381380544,-0.0047744797895677,-0.004758440965819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,475.52,96.7,5.98,29.39,3891.0,-206.0,-5.0,-2.0,29.56,107.0,-228.0,3.0,0.0,0.1,0.12,0.0,-1.0,-211.0,26.0,92.0,-5.0,-2.0,-231.0,70.21,387219.87,14.51,0.0,0.23,0.67,2587.44,5.0,0.17,0.0,746738,2.09,206.54,-74605,8476967,11.84,837400,11.12,-385441,777549,5208,-132925,514581,68.25,3.48,-1716584,106184,16.49,31.39,1548728,12573288,21.32,457556,1.38,4.82,3.5,3.5,3245623,21.9,1.52,15.6,0,226137,18317,2951618,250985,-413070,2545100,520762,227.37,4528203,55.24,15.38,2257269,10295802,0.65,-83497,14.29,0,100.0,34,57.14,6.57,0,7.7,1,44,3.9,91.07,43.33,59.52,66.69,1.88,3.45,43.63,57.14,21.02,0,4,0,8,19.03,0,0.47,0,2848.0,5.0,0,1,0,0
6456,0.0365623568888221,0.0298194077056597,0.0130700864684167,0.1169512154704236,0.0298333475639542,0.0435075761912673,0.0864723148363182,-0.0505555110176472,-0.0368812823903342,0.0060834562547167,-0.0007879407937506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,89.1,1.21,31.34,8142.0,525.0,-31.0,4.0,32.43,338.0,1282.0,3.0,-171.0,0.05,0.1,-27.0,-6.0,467.0,43.0,0.0,-384.0,1.0,467.0,67.34,727660.31,9.64,-3.0,0.23,0.53,3842.96,18.0,0.66,0.43,-1873323,1.44,105.76,0,13369856,14.47,9703927,1.77,-1649529,39419092,19591,-199629,14934021,38.54,4.8,2500075,86026,-3.65,8.84,55923882,41735467,187.06,4333758,0.0,3.13,3.24,3.24,21850292,19.96,1.52,2.58,0,2709224,354654,10949576,1086755,-5047980,19001719,43589078,135.4,51289870,68.17,2.59,61344395,69446270,0.61,-106193,28.57,0,100.0,1,42.86,9.43,0,0.26,0,9,21.34,96.83,340.91,23.63,0.21,1.75,0.08,0.86,42.86,7.53,0,1,0,9,0.3,0,4.87,0,277.35,5.0,0,1,0,0
6464,0.0184426730796689,0.0364905910742466,0.0417755209580944,0.0454280729388089,0.0314452453123497,0.0482066808546473,0.0531237369246032,0.0044598454532098,0.0212212809955074,0.0261383370654632,0.0010656234965736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.07,12.0,28.0,6.0,0.0,1.0,12.0,125.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,6.0,87.99,3048.31,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,489301,1.82,106.81,0,2083168,10.55,9116447,34.58,-51140,293390,13476562,2072,27802,54.42,7.41,-234523,1306,21.8,52.01,1028669,13841478,4.2,373581,18.16,14.5,2.39,2.79,17706829,-0.22,2.7,31.03,0,1481,49950,10403445,741370,-329890,3247307,437745,115.19,2244192,62.33,25.4,2143620,2585046,0.98,0,6.67,0,100.0,7,60.0,8.33,0,12.91,0,2,51.25,66.67,25.18,13.87,3.27,0.86,4.86,1.7,60.0,2.05,0,1,0,11,0.7,0,15.0,0,139.95,5.0,1,0,0,0
6477,0.0930702914530735,0.0997010481044852,0.1968930648159046,0.3018330551264619,0.1958246225054757,0.0957455140132076,0.1808793127516642,-0.0129381411679127,-0.1130172496601808,-0.0278834509217243,0.0026270834775602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.55,5.13,31.77,5940.0,1518.0,-5.0,5.0,32.2,114.0,4669.0,7.0,0.0,0.44,0.15,0.0,-1.0,1513.0,126.0,0.0,-5.0,4.0,4606.0,67.45,228804.64,20.81,0.0,0.35,2.12,4853.43,0.0,0.43,0.0,-132565,2.19,66.41,0,259295,22.07,1359508,15.4,-85259,490292,991,-2315,511653,45.43,1.97,277372,454,-10.63,24.92,375242,5648031,38.85,47552,16.3,2.02,2.3,2.3,4286290,13.09,0.89,12.28,0,7643,360132,1847600,76992,-450400,537625,149694,111.28,1246513,54.54,10.28,499786,1387159,0.97,0,11.11,0,100,21,33.33,6.67,0,12.63,1,26,20.72,97.22,4.37,18.67,3.6,0.04,5.74,2.01,33.33,3.13,0,1,25,8,0.85,0,1.46,0,55.56,4.0,0,1,0,0
6504,-0.0955915208230208,0.0050246681407467,-0.0810310476338853,-0.1768300743894058,-0.0778123120666847,-0.0098641033109264,0.0213899212615006,0.0034262414997001,0.0713744502554585,0.1026284748278855,0.0128243894857869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.5,9.57,10.95,1893.0,146.0,77.0,1.0,11.94,73.0,146.0,6.0,0.0,1.37,0.11,0.0,1.0,223.0,249.0,291.0,77.0,1.0,223.0,87.87,373096.29,10.43,0.0,0.18,13.15,49076.06,91.0,0.99,0.0,490966,3.01,73.33,0,1673238,7.47,2379906,5.97,-388231,1423852,246,-38463,953317,74.29,2.61,71389,3791,11.11,15.99,2992834,10527000,67.95,356760,29.16,4.81,8.28,8.28,6199762,3.78,0.94,5.54,0,35926,381522,2829122,212823,-568721,2707244,1000667,102.89,4417623,67.44,3.93,3562417,4545463,0.34,-9364,44.44,0,100,16,22.22,6,0,2.86,1,0,30.04,92.59,1.13,20.32,0.84,0.46,0.93,1.63,22.22,1.33,0,1,25.0,9,0.54,0,0.78,0,56.84,7.0,0,1,0,0
6505,0.0040884879881113,-0.0226434720295282,-7.469947278360058e-05,0.0634104269079566,0.015154798266379,0.0292983288526819,0.0463807399098333,-0.0441671406534662,-0.0300236100671633,-0.0129411990100119,-0.0014570477167322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,95.4,0.21,55.03,575.0,-771.0,179.0,-4.0,57.14,9526.0,-6756.0,0.0,131.0,0.0,0.0,16.0,1.0,-575.0,13.0,0.0,179.0,-4.0,-7753.0,42.84,55077.41,0.02,3.0,0.02,2.26,1245.23,6.0,1.95,0.17,22076796,3.03,475.9,0,59523737,14.23,0,13.29,30857989,41866672,0,413298,57505980,73.27,9.79,-540582,181344,58.32,15.12,233649128,1014514634,29.32,5032937,18.75,14.19,0.55,0.55,165942742,15.45,8.01,14.07,0,139037,4765168,38888151,36590246,-4865410,176960882,7139049,659.65,37852076,18.46,11.43,275272311,249692806,0.44,-112870,6.67,0,100,3,33.33,7.2,0,13.25,2,57,12.29,94.29,12.09,75.82,0.14,0,10.8,0.24,33.33,0.02,1,4,0,7,0.19,0,0,0,851.55,17.0,0,1,0,0
6525,0.0398701115963798,-0.0027643516819862,0.004181312506318,0.0295973263578872,-0.0378920863079988,-0.0335492334727509,-0.0005519458098222,-0.0276193010695062,-0.0232764482342582,0.0097208394286703,0.002209734139697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,69.5,0.96,41.61,1676.0,-11.0,1.0,-1.0,41.69,129.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,1.0,0.0,1.0,-1.0,-10.0,58.21,117116.7,5.2,0.0,0.1,0.06,69.88,0.0,0.08,0.0,603358,2.81,156.48,0,2216113,11.09,0,23.71,-205829,893903,3478,-173,184739,82.72,10.46,350535,3803,29.03,30.63,1538508,10297951,29.46,153343,18.35,5.29,5.64,5.64,2448904,19.91,7.0,21.7,0,22854,878,329192,525948,-569711,1952334,700051,174.17,2078712,39.67,17.72,2217799,3620515,0,-45143,33.33,0,100,7,33.33,6.67,0,2.22,2,3,13.25,96.3,92.2,51.52,2.99,0.93,1.34,3.44,33.33,8.76,0,1,0,9,2.13,0,34.0,0,142.0,4.0,0,1,0,0
6531,0.0770199869295684,0.0995803636759883,0.1493482746764708,0.1069783077851258,-0.0069145405673522,-0.0197466788535145,-0.0171005364104302,-0.0368728614229097,-0.049704999709072,-0.0470588572659877,-0.0181103417316687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,9.04,23.07,5995.0,706.0,-125.0,2.0,25.99,74.0,738.0,21.0,-27.0,1.43,0.38,-27.0,-3.0,554.0,266.0,0.0,-210.0,2.0,558.0,73.51,3216402.03,32.26,-1.0,0.5,4.44,142712.75,4.0,2.62,0.3,958179,13.26,212.92,-11246,1478362,34.92,0,34.68,7891,779104,21889,-2151,976651,47.81,24.16,-128961,2124,59.04,45.21,1567494,47131560,49.38,301119,19.31,8.29,0.79,0.79,807366,55.58,17.42,34.94,0,167906,59651,72030,992098,-12155,1776858,527611,273.75,1622961,32.28,28.2,2860711,4442913,1.57,-1668,50.0,0,100.0,4,33.33,6.0,0,4.36,0,0,27.48,88.64,74.26,17.88,2.15,0.74,2.96,2.97,33.33,2.95,0,1,14.29,12,2.27,0,8,0,142.3,4.0,0,0,0,1
6533,0.0621379160873154,0.0613629336112427,0.0479876688351411,0.0265551749413143,-0.0853058203254103,-0.1079020302664682,-0.0801818464509326,-0.0497230791794093,-0.0723192891204672,-0.0445991053049316,-0.0015943001819131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.5,9.34,37.17,5580.0,143.0,54.0,1.0,38.97,43.0,143.0,10.0,0.0,3.07,0.33,0.0,2.0,197.0,327.0,0.0,65.0,1.0,197.0,60.64,1951496.75,52.34,0.0,0.39,5.86,114361.91,13.0,1.8,0.0,194696,17.2,662.6,0,611011,115.22,0,22.97,-3138,110484,343155,-1493,1073,89.26,7.06,-9718,1098,143.08,99.82,636,21495600,8.92,275523,6.83,6.42,0.15,0.15,477823,13.24,6.0,26.28,0,140630,87575,87575,82337,-98463,97701,50,731.84,136078,15.18,24.48,358496,995874,0,-2186,42.86,0,100,11,28.57,6.86,0,0.0,0,10,21.63,88.06,12.99,22.28,10.39,3.02,0.0,1.79,28.57,7.61,0,1,0,8,1.69,0,1.84,0,85.17,3.0,0,0,0,1
6541,0.0875306936712014,-0.0175359357215354,0.0064546252011081,0.0793063680681161,0.0128645776018818,-0.0469624149731816,0.0104742760635537,0.0210889032049671,-0.0387380893700963,0.018698601666639,-0.0086604630248665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,1.04,23.37,423.0,-657.0,0.0,-1.0,23.37,312.0,-657.0,0.0,0.0,0.0,0.0,0.0,0.0,-657.0,0.0,0.0,0.0,-1.0,-657.0,76.63,23619.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-694312,9.79,453.84,0,1301921,0,0,0.0,-380319,0,11038,-16281,50933,0,-36.28,-37581,1893,-239.09,0.0,0,18065032,2.76,873388,0,0.0,0,0,2018946,40.65,-20.68,0.0,0,760617,1328188,1328188,-873388,-22059,-10578003,0,497.26,290394,46.74,0.0,0,1444016,0.6,-12735,55.56,0,100.0,22,33.33,8.33,0,9.84,3,0,26.03,94.05,0,35.53,5166.48,0.0,5.24,9.99,33.33,0,0,1,0,10,5.93,0,0,0,279.3,3.0,0,1,0,0
6552,0.07521598042992,0.0688584147016568,0.0495990024083616,0.1310958433143515,0.0217904924420563,-0.0531473769842947,0.0148120528570938,-0.0340893704423752,-0.1090272398687263,-0.0410678100273377,-0.0100550654048376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15,1.5,41.44,2481.0,211.0,1.0,1.0,41.53,83.0,211.0,0.0,0.0,0.32,0.0,0.0,1.0,212.0,66.0,0.0,1.0,1.0,212.0,58.33,109163.5,11.96,0.0,0.14,2.66,2903.99,1.0,0.09,0.0,294012,1.78,79.28,0,614580,15.55,1085773,11.19,344190,368743,0,85954,300376,51.17,10.32,312504,144,23.65,18.98,1240291,4241300,28.09,119257,15.51,8.44,2.94,2.94,3421811,19.18,5.29,11.9,0,37339,94793,1192357,171384,-278322,617889,244737,112.3,1242920,50.55,10.06,1530932,1395857,0.46,0,0,0,100,14,42.86,8.14,0,31.66,0,6,3.21,98.63,8.06,54.81,4.63,1.18,15.66,4.96,42.86,2.06,0,1,0,9,2.84,0,4.03,0,139.0,3.0,0,1,0,0
