,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1582,0.0181796789950768,0.0278139532241433,0.0369204359456584,0.0551987535511059,0.0637511429029911,0.0646342163361807,0.0616852282611467,0.0267320683469621,0.0276151417801517,0.0246661537051177,-0.00281035421807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,0.3,37.31,1132.0,-202.0,-49.0,-21.0,45.82,124.0,-2281.0,0.0,-6.0,0.02,0.0,-6.0,-1.0,-257.0,6.0,2.0,-49.0,-21.0,-2344.0,54.14,86560.53,3.66,-1.0,0.04,0.53,458.8,0.0,7.61,0.9,1126123,2.05,175.61,0,2889307,8.1,0,14.89,-634020,3490725,351234,-203522,747098,59.13,13.11,-484948,26755,29.74,26.39,6317305,11258884,74.09,987044,34.77,2.47,4.95,4.95,2374013,19.43,8.02,16.84,0,170127,232119,519442,1277995,-397895,2295872,1959612,202.08,3786437,42.95,10.98,8582344,7651497,6.4,-35284,0,0,100,7,22.22,6.33,0,113.05,2,0,16.23,95.24,79,9.07,3.49,2.24,75.07,5.24,22.22,7.1,0,1,7.14,7,2.99,0,18,0,299.8,9.0,0,1,0,0
1583,0.0053501359698099,0.011789664984846,0.0091922846262753,0.0222118463707995,0.0267096654004783,0.0224981214303047,0.0289244633014784,0.0098479549994887,0.005636411029315,0.0120627529004888,-0.0021703379737036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,0.0,0.0,168.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467758,1.43,74.27,0,2230281,13.9,549104,7.6,132655,1600027,159996,125946,3530332,82.25,7.58,-1356211,27613,25.58,24.39,4630693,6502560,85.24,1028801,30.83,2.97,5.09,5.09,5046911,-11.04,3.29,7.78,0,160003,121774,1280627,465225,231747,2825375,778161,139.25,5738122,53.84,5.38,6124719,7990422,1.21,-54346,0.0,0,100,0,62.5,7.13,0,64.53,0,21,39.75,93.48,18,49.73,0.5,0.74,39.21,0.51,62.5,5.56,0,1,28.57,6,0.24,0,2.75,0,30.85,10.0,0,1,0,0
1587,0.0029242244116349,0.0131049238826134,0.0198598950706576,0.0289918866981776,0.0369580409405958,0.0436303667390131,0.0436462443903358,0.010890378654053,0.0175627044524704,0.0175785821037931,0.0019877789515679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45,0.05,2.08,186.0,1.0,-1.0,1.0,4.17,67.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,95.83,3233.85,1.1,0.0,0.0,0.0,0.0,0.0,2.08,0.0,185998,0.85,61.84,-7927,276862,126.94,202577,1.67,-75234,330046,0,-27872,645092,0.0,-2.15,-61872,1356,17.81,22.56,1174424,996869,83.06,316764,73.56,4.41,3.29,3.29,1154772,-4.99,-1.01,0.53,0,41727,36118,272113,25279,-126151,168222,122863,127.91,1044263,52.86,0.14,1516467,1335672,1.79,-26965,14.29,0,100,12,42.86,9.0,0,84.43,1,44,19.14,92.86,0.4,29.94,6.09,0.3,42.84,7.87,42.86,3.19,0,1,16.67,8,3.71,0,0.4,0,92.4,0.0,1,0,0,0
1589,-0.0258627112210774,-0.0113986792185973,0.0198696915894465,0.0312197386999068,0.0351767299766511,0.0429271808116148,0.0394525914539977,-0.0219057199443331,-0.0141552691093692,-0.0176298584669864,-0.0037559006487816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,1.82,22.37,5278.0,497.0,-31.0,1.0,25.73,106.0,497.0,0.0,0.0,0.4,0.0,0.0,-4.0,466.0,106.0,0.0,-168.0,1.0,466.0,74.09,294536.68,19.99,0.0,0.18,2.01,5915.29,20.0,3.36,0.0,-325337,0.85,161.36,0,1450683,32.01,2376733,2.69,-1403516,2946597,137409,-376790,1225756,32.4,-2.65,-884795,54174,-10.5,17.36,6528633,6548254,53.34,1158893,26.12,3.13,0.81,0.81,6737520,-6.95,-1.52,2.8,0,222926,210301,2601750,212460,-290751,2455384,990180,219.02,3097188,42.15,2.07,7899986,6783485,3.57,-201280,10.0,0,100,0,40.0,8.4,0,0.01,3,0,29.4,95.16,10.0,13.83,1.91,5.22,0.01,1.93,40.0,4.52,0,1,8.33,6,1.12,0,0,0,150.9,6.0,0,1,0,0
1590,0.0030028773518172,0.0290302858918554,0.0529190724175248,0.0959243146048334,0.1222887448813698,0.1275167298723386,0.0884933949459155,0.0293673076283536,0.0345952926193224,-0.0044280423071006,-0.0035829394400526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5,0.73,57.12,1347.0,-91.0,18.0,-1.0,58.3,189.0,-91.0,2.0,5.0,0.39,0.15,5.0,1.0,-68.0,184.0,40.0,18.0,-2.0,-83.0,41.49,499897.7,2.85,1.0,0.22,13.66,68285.95,18.0,0.99,0.19,5148167,4.85,81.55,0,5236004,23.53,4630542,25.34,-1447562,4999997,60332,-689591,3153016,33.49,11.54,2041933,141779,31.32,46.71,8470602,88179696,44.82,3397673,26.37,3.18,1.04,1.04,23213241,14.01,5.43,23.29,0,513801,163335,5329215,4028042,-5899816,10867760,812474,101.86,16435873,54.47,17.15,15896317,16741951,1.88,57804,11.11,0,100.0,17,11.11,0.56,0,0,1,0,40.16,95.24,36.14,4.64,1.36,0.03,0,1.19,11.11,0.98,0,1,33.33,7,0.54,0,0,0,216.3,8.0,0,1,0,0
1598,0.0034816958900613,0.0150081708882297,0.0109748952452527,0.0127190648653887,0.0163756411844398,0.0169160589144093,0.0163321499743854,0.0071382722091124,0.0076786899390819,0.007094780999058,0.0031286558173763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45,0.2,18.88,11819.0,-38.0,0.0,-17.0,18.88,96.0,-279.0,0.0,0.0,1.74,0.0,0.0,0.0,-38.0,418.0,33.0,0.0,-17.0,-283.0,80.78,477198.03,49.19,0.0,0.34,3.54,16876.96,0.0,0.0,0.0,411747,2.5,49.23,-172340,826213,16.16,785594,5.6,-105813,1010993,416321,-43447,1202977,65.78,8.17,27679,9807,10.77,29.34,4134129,4742120,98.65,1377363,21.01,6.03,2.62,2.62,3745152,3.84,2.47,4.76,136310,101217,58188,1228813,327705,-204768,452985,1089219,92.88,3822171,69.24,3.76,5850528,3550149,1.96,-4042,50.0,0,100,11,0.0,7.58,0,79.07,1,0,32.78,100.0,2.45,27.26,2.56,2.54,24.76,6.68,0.0,1.02,0,1,0,8,2.05,0,1.23,0,149.9,2.0,0,1,0,0
1603,0.0045408863998372,0.0168924669043981,0.0244891380714295,0.0370859858007763,0.0453789010706403,0.0512966811460012,0.0621299315093165,0.0128338016697012,0.0187515817450621,0.0295848321083774,-0.0006417675598332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,0.0,0.0,2068.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42796.64,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253443,1.05,119.64,-2244172,124616,18.94,0,9.03,-142529,1154342,1214,77856,725079,41.25,6.19,-199429,5107,11.59,14.59,2318384,5376848,36.59,156990,18.48,2.45,1.78,1.78,4472439,3.43,3.9,10.53,0,0,2097,776635,245136,-37158,5088531,408519,165.91,2185951,36.58,8.58,2714264,3626776,1.26,618,14.29,0,100,5,0,3.43,0,37.23,1,0,37.63,74.58,0.28,16.46,1.15,0,23.6,0.61,0,0.1,0,1,40.0,9,0.38,0,0,0,31.1,50.0,0,1,0,0
1604,0.0010340467485915,0.0095351245432414,0.004038732120234,0.0193115533800806,0.0261173069528925,0.0312555254711549,0.0313499795802316,0.0078398003214034,0.0129780188396658,0.0130724729487425,0.0002690494279946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.15,19.1,1293.0,101.0,1.0,1.0,19.2,387.0,101.0,0.0,0.0,0.04,0.0,0.0,1.0,102.0,40.0,29.0,1.0,1.0,102.0,80.77,23483.85,1.34,0.0,0.03,3.09,726.49,0.0,0.09,0.0,514975,1.2,73.3,-608807,1164536,17.39,1050000,4.18,-170475,611671,83853,83371,1295605,77.22,12.95,-990670,24059,18.5,15.74,5996028,7802080,28.1,822186,4.8,11.64,7.31,7.31,8780528,1.19,6.94,11.41,0,108207,202292,2834552,297795,-20733,3241243,710283,130.27,2783265,45.28,10.86,7116009,3625681,1.27,49778,28.57,0,87.5,6,57.14,5.57,0,70.3,0,0,22.58,96.43,15.65,6.02,3.54,0.32,39.53,3.71,57.14,2.06,0,1,0,8,2.03,0,7.82,0,251.6,47.0,0,1,0,0
1605,-0.0250985640830948,-0.0139545746942819,-0.0240318834378752,-0.0150557126427747,-0.0131361702967772,-0.0123347244691891,-0.0269961672549306,-0.0231790217370972,-0.0223775759095091,-0.0370390186952506,-0.0023104882330519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.46,40.83,48471.0,6916.0,173.0,1.0,41.99,3326.0,6916.0,6.0,2.0,0.05,0.04,2.0,2.0,7091.0,443.0,456.0,190.0,1.0,7091.0,57.9,718010.62,5.83,1.0,0.11,0.91,6562.25,85.0,1.16,0.01,8627191,0.66,80.11,0,11753006,11.13,16929215,3.01,-3110410,11268370,168134,915620,22019088,52.8,5.95,-2865479,268338,21.17,6.97,125413839,51220400,42.37,5331092,20.19,10.02,3.25,3.25,77276608,4.08,3.47,3.52,0,142728,225505,18756735,4059474,-2344669,31179511,7310226,149.2,40743553,43.1,2.81,134804405,60789794,1.51,-1070191,18.18,0,100,11,72.73,9.86,0,110.07,4,7,19.53,88.64,48.5,13.43,0.28,0.01,70.76,0.47,72.73,1.57,0,1,0,8,0.27,0,21.0,0,373.02,46.0,0,1,0,0
1608,0.0122763016491206,0.038089900122153,0.0449816347949842,0.0556341094376748,0.0629293695714143,0.0746592243541834,0.0801680145357045,0.01957156178286,0.0313014165656291,0.0368102067471503,0.0007887169845428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.06,11.55,6831.0,-17.0,-6.0,-4.0,12.82,633.0,-426.0,1.0,0.0,0.0,0.42,0.0,-1.0,-23.0,3.0,0.0,-6.0,-4.0,-433.0,86.54,66590.64,4.32,0.0,0.64,0.04,29.24,0.0,1.26,0.0,79594,0.92,75.26,-968671,639066,447.17,0,-0.98,-44801,914114,0,-27584,2715124,52.69,9.28,103019,149,2.39,1.25,7734558,6296091,45.88,174637,0.0,7.89,6.63,6.63,6924216,7.73,5.94,8.48,0,0,247052,1064695,-76578,-211568,1523846,353670,161.6,3328745,35.71,9.35,7832617,5379111,0.7,0,33.33,0,100.0,7,16.67,5.5,0,54.06,2,0,20.34,74.36,18.2,33.58,0.4,0.01,38.33,0.39,16.67,2.51,0,1,7.69,6,0.25,0,3.03,0,31.0,30.0,0,1,0,0
1609,-0.0141953673821421,0.0028044634775693,0.0054101232071631,0.0041743248160262,0.0018010253880588,-0.0043834043381341,-0.0001254629128185,-0.0165686668101095,-0.0227530965363025,-0.0184951551109869,-0.0017608121665253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.16,10.19,19600.0,156.0,0.0,1.0,10.19,595.0,156.0,0.0,0.0,0.12,0.0,0.0,0.0,156.0,178.0,0.0,0.0,1.0,156.0,89.66,209298.6,13.7,0.0,0.15,0.91,1900.77,5.0,0.0,0.0,605594,0.96,79.3,-30872,2452870,23.82,3311805,1.69,-146288,3041110,690,-35721,3575233,35.35,6.66,-325795,44380,7.67,7.19,16847531,6783775,78.82,999648,19.64,5.8,2.63,2.63,10192907,1.76,2.66,4.01,0,64375,231034,4514977,305922,-657513,791159,605406,134.42,7891857,59.65,3.22,18153101,10608109,2.64,-37375,0.0,0,100,4,50.0,9,0,90.57,2,9,8.05,100.0,6.1,5.24,0.86,0.05,47.58,1.87,50.0,1.04,0,1,18.75,6,0.75,0,18.31,0,156.82,30.0,0,1,0,0
1611,-0.0001724705800273,0.0088636387324321,0.0191521807733416,0.0321543312246147,0.0310500378262474,0.0366826308952031,-0.0607795029012901,-0.0012767639783946,0.0043558290905611,-0.093106304705932,0.0021804114822508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.06,31.45,4167.0,129.0,-3.0,2.0,32.13,398.0,206.0,0.0,0.0,0.01,0.0,0.0,-1.0,126.0,6.0,0.0,-3.0,2.0,203.0,67.69,37558.42,4.18,0.0,0.19,0.14,54.08,0.0,0.68,0.0,278689,0.82,164.55,0,668395,0.0,0,-0.63,-54950,406381,0,37799,587585,56.42,17.05,-42691,13252,22.65,26.52,1730133,3980405,20.41,639249,5.83,4.08,10.81,10.81,3640754,13.81,13.55,34.4,0,33818,51981,190297,-14891,11766,1332077,339519,215.27,1230559,22.59,32.4,2354491,2648984,2.77,-4998,9.09,0,100,24,54.55,8.18,0,39.39,1,0,22.63,87.68,26.39,8.52,6.37,0.0,34.07,3.08,54.55,3.26,0,1,0,12,2.38,0,43.98,0,150,28.0,0,1,0,0
1612,0.0227133506431166,0.0429788548446081,0.0561304214698769,0.1087062016135795,0.1096345353798552,0.1190936540411651,0.1148313572308494,0.0236416844093921,0.0331008030707022,0.0288385062603865,0.0018188353713434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,0.25,6.68,3023.0,-13.0,0.0,-2.0,6.68,316.0,-63.0,0.0,0.0,0.14,0.0,0.0,0.0,-13.0,113.0,52.0,0.0,-2.0,-63.0,93.25,32183.76,3.83,0.0,0.07,3.74,1203.03,0.0,0.0,0.0,-54059,0.74,168.06,0,429554,50.84,0,0.79,-204069,873930,0,111835,1213213,78.35,6.88,242790,3423,-5.71,6.13,3289554,3445272,44.8,187133,12.11,4.62,4.59,4.59,2971711,13.28,5.69,6.54,0,0,3054,239283,27626,-206875,1506596,226541,303.61,945937,20.28,5.75,3504313,2871918,0.76,-1131,12.5,0,100,0,50,8.38,0,32.27,2,3,25.45,95.83,9.77,12.41,4.48,0.83,25.72,3.37,50,4.26,0,1,33.33,6,2.69,0,4.88,0,157.05,25.0,1,0,0,0
1614,0.0161388404031608,0.0329515687452881,0.0499417060550501,0.067765086200236,0.080666138140032,0.0957601437851951,0.1112820416419499,0.0290398923429568,0.04413389798812,0.0596557958448748,-0.0017955881541104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.95,0.02,1.14,929.0,-1.0,0.0,-3.0,1.14,269.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-3.0,-42.0,98.85,26841.78,1.38,0.0,0.01,0.11,28.89,0.0,0.0,0.0,505436,1.62,118.96,-132298,55559,30.33,0,5.13,-2232,292574,0,24068,1010301,90.73,5.24,-273056,818,73.77,19.2,4203155,8423237,24.88,731975,11.68,18.69,2.66,2.66,4457277,-2.57,4.26,5.43,0,70918,0,421330,266762,-225569,2378403,213142,275.32,685137,17.44,4.8,5201892,1886286,1.93,0,0,0,100,10,46.15,1.62,0,34.39,2,0,11.58,79.49,20.03,34.2,1.79,0.02,28.5,1.76,46.15,7.24,0,1,50,6,1.45,0,9.12,0,92.19,21.0,0,1,0,0
1615,-0.0043064251649739,0.0083784907802386,0.0118322171459237,0.0179558914231564,0.0320180583317558,0.0295704510382905,0.0273693279555576,0.0097557417436255,0.0073081344501602,0.0051070113674273,-0.0001515894867209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,0.05,0.0,669.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11068.74,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910,1.1,114.7,0,56107,6.6,237860,9.44,-196618,626060,63,52793,667813,45.78,17.11,35263,55,-0.13,13.58,2719944,1996719,71.49,130122,19.83,6.0,5.6,11.2,1252245,15.1,11.36,9.68,0,8678,0,272728,297228,-60642,887879,159602,215.82,716920,35.35,7.76,3147294,1547282,0.96,0,25,0,100,0,25,2.25,0,40.52,1,1,31.37,50.0,9.76,21.44,1.0,0.1,27.89,1.74,25,3.2,0,1,42.86,6,1.13,0,9.76,0,31.55,18.0,0,1,0,0
1616,0.0010629036551683,0.0195695538908236,0.0250659942343219,0.0407749520273947,0.0554048663276228,0.0439020310789414,0.0473622094294216,0.0156928179553964,0.0041899827067149,0.0076501610571951,0.0012522447960408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.03,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377268,0.61,47.49,-85077,180737,0.0,130000,-2.09,-61638,369704,0,-12830,1092307,0,-4.52,-318874,7238,31.09,4.73,3003524,943559,95.14,214887,0.0,7.2,0,0,1025804,-6.54,-2.37,-1.83,0,6834,2180,146721,-65765,-34292,-260604,408038,154.2,1213284,46.95,-1.85,3152646,1870847,0.89,-8647,0,0,100,0,12.5,0,0,44.07,1,0,25.01,90.63,0,10.96,0.98,0,21.85,2.01,12.5,0,0,1,50.0,4,1.07,0,0,0,30.96,18.0,0,1,0,0
1617,0.0095710055494204,0.0094357431950526,0.0201216559009748,0.0303259854670112,0.0352096630395746,0.038616853218662,0.0423040126443353,0.0144546831219838,0.0178618733010712,0.0215490327267445,-0.0006898221851637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.01,0.0,231.0,0.0,-1.0,0.0,8.33,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,4.0,-1.0,-2.0,-17.0,91.33,2779.85,0.64,0.0,0.33,0.0,0.0,0.0,8.33,0.0,257148,1.04,147.41,0,513691,16.17,0,3.21,-139483,622229,0,-39570,253061,48.6,2.86,-366885,5648,27.43,11.94,2561351,1752431,52.07,253749,31.14,4.21,2.47,2.47,1052330,-12.95,1.69,4.45,0,9293,0,100268,93488,161214,302462,116442,177.75,937535,38.17,3.06,2908588,1666445,1.4,-14989,10,0,100,0,30,3.1,0,71.61,3,10,20.51,80.0,0.58,49.39,3.09,0.38,45.21,5.35,30,0.52,0,1,0.0,6,3.31,0,3.48,0,90.0,18.0,0,1,0,0
1618,0.0080019168723061,0.0121512339344181,0.0141310483210804,0.0219973765107452,0.0422203531836704,0.0416301319500547,0.0422484527945823,0.0282248935452313,0.0276346723116155,0.0282529931561431,-0.0003805193319696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.12,0.0,11099.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,99.17,91051.76,18.43,0.0,0.83,0.13,114.85,0.0,0.0,0.0,-239555,0.55,326.47,0,669334,27.75,0,2.14,-11237,540289,0,196299,819730,0.0,6.58,-78856,5918,-51.32,6.08,2589935,2254487,33.1,108721,16.55,5.95,3.21,3.21,2078526,9.36,5.96,2.95,0,6885,19958,55097,59080,-19472,1280177,346781,546.81,466820,11.27,2.46,2757736,2552613,0.0,-138,0,0,100,9,22.22,6.67,0,20.33,1,1,15.62,94.64,3.8,35.37,5.58,0.33,18.07,3.75,22.22,4.67,0,1,0,6,3.32,0,1.88,0,153.98,18.0,1,0,0,0
1626,0.0101076617138568,0.0267034354316003,0.0393615710207402,0.0486880259191543,0.0568686945187541,0.0644146672341395,0.0799969927897237,0.0182883303134566,0.025834303028842,0.0414166285844262,0.0052911558407685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.04,17.71,5631.0,-9.0,-3.0,-14.0,20.83,124.0,-1629.0,0.0,0.0,5.58,0.0,0.0,-2.0,-12.0,1715.0,0.0,-6.0,-14.0,-1643.0,78.94,168584.82,18.34,0.0,0.23,30.46,51344.87,0.0,3.13,0.0,1456592,1.34,45.8,0,412939,12.63,0,2.86,-363823,1753816,11697,-138072,2074493,43.46,4.34,-101245,30962,29.98,19.49,8166237,4002863,127.22,1682836,20.34,5.78,2.74,3.42,3833767,6.39,1.38,3.18,0,146226,0,1033079,289876,-1253175,765987,2719721,104.29,4858844,66.19,2.54,10142781,5067249,5.35,-107001,18.18,0,100,0,45.45,5.82,0,0.85,1,3,41.67,96.36,17.42,10.3,6.07,3.99,0.29,20.46,45.45,5.4,0,2,11.11,5,6.92,0,3.48,0,615.7,5.0,1,0,0,0
