,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
8163,-0.0260272625711226,-0.0335422305127544,-0.0287737001273313,-0.0003950035952481,0.0136126777966703,0.0252332408202226,0.0212248480403784,-0.0120195811792041,-0.0003990181556517,-0.004407410935496,-0.0030438699903265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,2.97,10.24,10961.0,299.0,220.0,1.0,12.58,280.0,299.0,5.0,0.0,0.14,0.08,0.0,3.0,519.0,97.0,201.0,292.0,1.0,519.0,87.24,445173.34,15.66,0.0,0.18,0.88,3939.59,0.0,2.34,0.0,1707778,1.42,97.98,0,1722470,10.27,1005070,5.56,-492270,5824043,718064,-133115,3031342,71.56,8.71,1068746,42736,17.57,18.51,15594059,12334000,90.66,2478998,21.62,3.08,5.22,5.22,7814501,9.39,4.18,6.46,0,752650,161042,1398360,1064116,-2661531,2570687,3877542,134.47,9721813,53.24,5.07,19137173,13073263,1.48,-110481,25.0,0,100,9,75.0,7.5,0,97.12,2,16,16.59,100,111.02,22.9,2.43,2.92,47.51,4.76,75.0,11.2,0,1,0,5,2.23,0,8.33,0,465.05,11.0,0,0,0,1
8201,0.0126954883980748,0.0106661021847613,0.0287661609985637,0.0419986479221652,0.0287586510803009,0.0450860027871086,0.0386469113552767,-0.0005445084437894,0.0157828432630182,0.0093437518311863,0.0010259736565349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.19,0.0,1858.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56,22829.62,11.92,0.0,0.44,0.0,0.0,0.0,0.0,0.0,-110742,1.04,207.39,0,258301,0.0,0,-6.94,-69703,192955,9782,-4405,70214,0,-10.12,44296,4163,-43.95,14.78,1022630,682908,40.23,261043,0.0,4.57,0,0,357026,-17.44,-6.29,-5.43,0,84878,12812,96142,-83309,-1270,-67678,126121,256.06,251993,34.73,-5.44,1199975,645249,1.54,-4214,14.29,0,100,13,71.43,8.79,0,34.67,0,3,13.76,98.81,0.0,40.9,13.09,1.8,22.98,24.02,71.43,0.0,0,1,0,12,15.67,0,0,0,157.1,11.0,0,0,0,1
8210,0.0194805043056242,0.0404103066438857,0.053228364153386,0.0648958212937644,0.0739839483282883,0.0693652309799505,0.0706075048387677,0.0285686313401481,0.0239499139918104,0.0251921878506276,0.0007915705698038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,0.56,29.25,1931.0,153.0,-57.0,2.0,34.38,120.0,200.0,2.0,0.0,0.05,0.35,0.0,-2.0,96.0,16.0,0.0,-100.0,2.0,100.0,65.14,142416.27,6.45,0.0,0.49,0.83,1180.04,0.0,5.12,0.0,1141095,2.86,124.76,0,988565,8.69,119253,16.52,-224552,1637239,10335,-78020,974512,60.39,24.95,-705507,31502,42.27,30.67,4739317,10080845,74.2,967203,20.93,4.16,5.46,5.46,2036102,9.95,13.64,16.87,0,227302,1068,185900,1128923,-671898,2499090,1755986,161.85,2699548,45.05,13.34,6835443,4369353,3.54,-36852,11.11,0,100,12,44.44,8.11,0,78.72,1,67,47.02,88.33,81.8,13.44,4.57,0.35,53.99,8.88,44.44,7.46,0,1,0,6,4.88,0,24.06,0,312.5,7.0,0,1,0,0
8213,-0.0051033350759618,0.0194371666760261,0.044273919031953,0.0884371721923623,0.1037844035442598,0.1178004448399803,0.1134653702793508,0.0102438962759357,0.0242599375716562,0.0199248630110267,-0.0010116558484724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.56,45.56,7892.0,471.0,-32.0,1.0,46.95,271.0,471.0,1.0,0.0,0.06,0.07,0.0,-4.0,439.0,38.0,0.0,-265.0,1.0,439.0,52.92,286556.15,11.64,0.0,0.14,0.48,1379.77,4.0,1.39,0.0,1835515,0.88,129.74,-62920,8355212,6.6,4285499,6.52,-1133730,8114183,377464,-552363,2279825,62.15,4.03,519599,137305,14.3,14.82,18485758,9913895,88.51,1802175,29.38,2.61,6.71,6.71,9080222,4.17,1.71,6.78,0,0,41374,4429810,1413930,-743729,6612116,3280321,155.27,12832831,59.51,4.79,21701863,19925899,2.04,-380728,6.67,0,100,28,26.67,1.4,0,124.33,8,0,19.47,87.14,214.61,5.7,2.83,1.03,59.53,5.23,26.67,18.29,0,1,0,14,2.12,0,42.92,0,614.3,9.0,0,0,0,1
8215,0.030443638623553,0.038839460476012,0.059236432834785,0.0727296044441665,0.0644930578975715,0.0339201754115272,0.0146156475246429,0.022207092076958,-0.0083657904090862,-0.0276703182959705,-0.0042566725016012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.95,13.47,8591.0,-111.0,-3.0,-5.0,16.39,321.0,-696.0,0.0,0.0,2.39,0.0,0.0,-4.0,-114.0,1919.0,0.0,-24.0,-5.0,-654.0,83.4,168231.54,10.72,0.0,0.21,22.34,37578.43,237.0,2.92,0.0,1131775,1.45,59.49,0,196254,16.92,1993000,2.54,-33896,1831579,44578,-39087,1963517,62.36,5.24,-402348,1575,28.45,15.36,11800941,5996604,91.87,1788171,23.25,6.76,2.67,2.67,5755519,-0.15,2.11,2.4,0,686303,189169,2219246,353857,-718148,952501,2592348,114.95,3977707,60.0,1.84,13942969,4572402,3.69,15962,25,0,100,2,62.5,6.75,0,53.05,1,49,8.75,97.5,36.03,40.65,2.23,0.51,21.75,7.53,62.5,11.2,0,1,0,5,3.01,0,2.7,0,310.9,8.0,0,0,0,1
8222,0.0079673749837601,0.0321124356973752,0.0370019138793023,0.0384563233024616,0.0353760339879873,0.0520629327350295,0.0575120008839455,0.0048870856692858,0.021573984416328,0.027023052565244,-0.0002973969414138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.2,2.61,1382.0,4.0,0.0,1.0,2.61,69.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,97.29,26423.84,8.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,114684,1.38,103.35,0,325862,22.94,145555,5.85,0,115935,26019,153,400351,69.2,4.88,17623,958,26.49,19.97,617088,1275458,55.96,108868,19.81,6.42,2.42,2.42,646372,2.72,2.99,7.21,0,55874,623,159810,45147,-48535,183649,67193,200.74,432866,39.11,5.78,771103,868952,1.37,0,30.0,0,100,5,20.0,6.9,0,0,2,0,15.05,96.25,4.33,16.4,12.15,1.01,0,10.15,20.0,7.78,0,1,16.67,8,6.18,0,1.85,0,93.66,3.0,0,0,0,1
8249,0.0102044283984582,0.018593532820979,0.0305835092511856,0.0487616062448194,0.0560864226806182,0.0666288887087269,0.0676789600263797,0.017529244834257,0.0280717108623657,0.0291217821800185,-0.0012871713161316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.04,0.0,1481.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,99.85,32384.29,4.66,0.0,0.15,0.41,131.2,0.0,0.0,0.0,431297,0.91,311.94,0,1216519,8.57,0,6.45,176810,533734,6170,40969,311531,83.03,6.87,-174246,34219,46.86,14.53,3563507,2992145,25.63,337231,35.8,7.11,5.1,5.1,1152753,-5.63,4.99,6.86,0,67059,35838,155141,268756,252512,1172756,601148,349.87,920458,24.6,4.4,4169494,3220429,0.0,-66453,30.0,0,100,47,60.0,4.6,0,99.4,1,0,17.97,86.0,23.45,25.88,3.64,0.04,74.88,4.6,60.0,10.13,0,1,0.0,5,3.47,0,7.82,0,151.73,13.0,1,0,0,0
8261,-0.0144509593842969,0.0256901101619426,0.0398719342638728,0.0596389929184378,0.0582680362826639,0.0541907620445823,0.0305718530022345,-0.0158219160200707,-0.0198991902581524,-0.0435180993005002,0.0003805312453625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.5,5.03,4025.0,-10.0,0.0,-4.0,5.03,81.0,-155.0,0.0,0.0,0.13,0.0,0.0,0.0,-10.0,27.0,19.0,0.0,-4.0,-217.0,94.77,111042.51,19.79,0.0,0.2,0.67,744.88,15.0,0.0,0.0,-45902,1.74,106.55,0,278794,40.31,0,3.11,-79758,556250,4395,-4549,824384,73.77,2.6,45362,3089,-5.51,15.45,1874686,2448334,97.5,273564,28.92,3.86,1.66,1.66,497138,-3.7,1.63,2.66,0,99930,561,710,68999,-21299,344473,335453,210.45,832594,37.05,1.89,2217249,1752216,1.32,-6097,28.57,0,100,11,71.43,8.14,0,5.93,4,0,17.49,95.24,6.4,11.41,6.95,0.56,3.74,10.88,71.43,8.84,0,1,16.67,6,6.85,0,1.2,0,154.1,9.0,0,0,0,1
8271,0.0017988630032758,0.0275902109382257,0.0380277405855103,0.0531697619143273,0.0539409419606492,0.0634425612059244,0.0586226913989196,0.0025700430495977,0.0120716622948729,0.0072517924878681,-0.0033665238269242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,0.12,19.61,914.0,10.0,0.0,1.0,19.61,101.0,10.0,0.0,0.0,0.02,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,10.0,80.38,29004.33,3.62,0.0,0.01,0.44,126.93,0.0,0.0,0.0,900567,1.5,125.94,0,696497,8.83,0,6.46,-78579,904173,62278,-12883,935783,68.31,13.22,-353527,5376,63.33,18.71,6085578,4222539,65.56,916648,21.36,7.2,6.09,6.09,1118588,0.04,8.51,6.4,0,117884,19229,48876,483595,-583445,1515937,926065,222.14,1421922,34.39,5.03,7485821,3158606,7.43,-8659,22.22,0,100,10,33.33,6.67,0,12.72,4,26,4.55,95.56,49.12,18.58,1.2,1.52,8.46,3.21,33.33,10.53,0,1,16.67,5,2.1,0,7.32,0,90,8.0,0,0,0,1
8341,0.0190453874221582,0.0370570403205831,0.0450722363447512,0.0702666607574804,0.0853042003621551,0.0961689606159641,0.0943663503385055,0.0340829270268329,0.0449476872806419,0.0431450770031833,0.003020789892124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.14,51.01,1649.0,-45.0,0.0,-2.0,51.01,112.0,-66.0,0.0,0.0,0.05,0.0,0.0,0.0,-45.0,13.0,0.0,0.0,-2.0,-67.0,48.91,446836.29,5.92,0.0,0.08,0.79,3522.66,0.0,0.0,0.0,1471052,8.58,136.73,0,628098,21.71,1143490,45.77,-119431,261826,288207,-66626,31110,89.83,31.49,-233390,9866,153.74,61.87,999156,26091000,9.63,421863,19.7,10.02,3.42,3.42,4339188,30.69,17.98,47.2,0,0,497253,1837583,1199289,-1277710,1594126,137487,156.5,956828,47.88,37.9,2620308,1497418,1.12,-45779,30.0,0,100,3,60.0,8.1,0,65.25,5,0,10.8,91.67,93.27,38.74,5.8,2.4,36.37,5.0,60.0,7.64,0,1,0,6,2.61,0,18.65,0,152.08,3.0,0,1,0,0
8367,0.0177552109721147,0.0256920498350873,0.0308828526545012,0.0404222327276254,0.0361158179208303,0.0364247027787142,0.0385647135287227,0.0134487961653196,0.0137576810232035,0.015897691773212,-0.0011328208492842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.65,0.07,1.56,150.0,-1.0,0.0,-2.0,1.56,81.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-8.0,98.44,3414.62,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737787,1.15,105.29,0,286207,9.46,2312521,15.82,-2268,367673,719173,490,0,57.31,8.64,76771,1815,67.89,33.06,1227962,2312234,14.9,316079,21.27,5.32,3.86,3.86,5900518,40.17,3.32,14.03,0,0,1217211,3584244,290269,-729733,865484,148008,113.97,1086705,65.43,11.04,1834310,1238507,1.88,0,0,0,100,9,45.45,6.82,0,71.43,2,9,13.15,88.64,1.94,44.11,5.04,0.29,29.35,3.74,45.45,1.02,0,1,50.0,8,1.29,0,1.94,0,92.37,0.0,0,1,0,0
8374,0.0078384332401653,0.0445816043365013,0.0538805667095887,0.1005847709853082,0.1025087197885417,0.0923750310016215,0.0968299784800817,0.0097623820433988,-0.0003713067435213,0.0040836407349388,0.0006040181406931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.11,4.41,2953.0,-7.0,0.0,-4.0,4.41,112.0,-74.0,0.0,0.0,0.26,0.0,0.0,0.0,-7.0,58.0,20.0,0.0,-4.0,-74.0,95.35,61911.71,13.24,0.0,0.23,1.96,1216.01,0.0,0.0,0.0,111144,1.31,184.36,0,1000153,0.0,0,-2.52,-27900,809434,0,-10540,585944,-45.61,-4.8,205439,3169,11.02,13.91,2510268,2525063,72.51,479073,0.0,3.04,1.33,1.33,534036,-4.85,-2.74,-3.02,0,0,14839,66180,-73586,35368,515329,455381,244.43,1008552,35.83,-2.53,2915755,2465172,3.51,-15226,22.22,0,100,11,44.44,11.78,0,35.74,1,1,39.62,87.65,2.22,15.37,5.32,4.97,30.86,8.06,44.44,-2.51,0,1,0,9,5.17,0,1.11,0,155.15,10.0,0,1,0,0
8404,0.0150409520195689,0.0191802704728805,0.0201009186532843,0.0332958211413953,0.037241731288114,0.0429460701056741,0.0398230000907545,0.0189868621662876,0.0246912009838477,0.0215681309689281,-5.058242333356999e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.12,47.55,3287.0,5.0,0.0,1.0,47.83,315.0,5.0,0.0,-1.0,0.01,0.0,-1.0,0.0,4.0,7.0,0.0,0.0,1.0,4.0,52.05,138826.45,4.17,-1.0,0.12,0.21,295.65,0.0,0.0,0.27,-25622,2.86,48.96,0,1745619,17.96,2593817,14.04,-676483,1119532,47104,-220163,3593939,52.62,3.85,497150,42921,-0.44,35.27,4251396,14009662,88.56,1393925,45.11,6.4,1.35,1.35,7544973,-4.28,1.38,11.73,0,438641,8309,3192856,922232,-776656,1959400,368472,116.51,5877856,63.02,6.44,6567553,6848006,3.69,-120952,0.0,0,100,0,33.33,7.33,0,0.39,2,6,8.35,93.94,3.67,51.64,1.43,0.08,0.15,1.77,33.33,0.48,0,1,11.11,7,0.65,0,3.0,0,94.05,7.0,0,1,0,0
8411,0.0031493640924067,0.0067066728959028,0.0194883677776584,0.0286479898572309,0.03551685090542,0.0375366716016576,0.033335393087501,0.0100182251405958,0.0120380458368333,0.0078367673226767,0.0002959352363383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,0.02,0.0,1483.0,0.0,-1.0,0.0,1.79,175.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-3.0,-3.0,-20.0,98.21,24588.73,3.38,0.0,0.0,0.0,0.0,0.0,1.79,0.0,224084,0.54,136.23,0,1883677,0.0,2496050,0.34,-832425,1659218,3884,-238222,971738,0.0,-5.59,900803,26632,8.26,9.34,5505736,2797598,50.65,546197,0.0,4.19,0.0,0.0,5085556,9.0,-2.98,-0.66,0,131509,0,2523403,20792,-875116,1902784,775183,197.05,2711882,50.2,-0.99,6072725,5343721,2.88,-149798,11.11,0,100,18,55.56,6.0,0,0.0,0,0,67.24,93.98,0.0,4.34,0.52,0.22,0.0,0.61,55.56,0.0,0,1,40,9,0.3,0,1.8,0,31.5,7.0,0,1,0,0
8422,0.0034212080801664,0.0222472996958357,0.0295781357197865,0.033651804443614,0.0372460967429821,0.0466506876883202,0.0490900623038679,0.0070155003795345,0.0164200913248726,0.0188594659404203,0.0007915723291711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.15,52.78,474.0,-59.0,0.0,-8.0,52.78,109.0,-394.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,1.0,0.0,0.0,-12.0,-536.0,47.22,72586.23,1.74,0.0,0.0,0.21,153.14,0.0,0.0,0.0,1093400,3.02,280.91,0,683584,11.74,338000,52.58,-2771,611304,0,3908,1746,92.36,21.07,-1097255,7842,210.86,67.33,884134,16986528,10.81,399354,18.78,4.35,6.41,6.41,5251652,4.09,16.97,53.5,0,16953,335055,906724,1423086,-375110,2839944,10003,355.55,518553,20.09,43.46,2706574,1843691,2.44,-415,10.0,0,100,7,50.0,6.3,0,58.64,1,7,22.56,98.33,38.95,22.63,1.16,0.08,50.4,0.55,50.0,3.18,0,1,0.0,6,0.44,0,35,0,31.35,7.0,0,1,0,0
8429,0.0090041531312967,0.0287415895306133,0.0461422041478233,0.0447332085904906,0.0511756742320365,0.047277331380728,0.048140050185184,0.0154466187728426,0.0115482759215341,0.0124109947259902,-0.0001930308132498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.08,5.61,8032.0,-4.0,0.0,-4.0,5.61,186.0,-132.0,1.0,0.0,0.0,0.93,0.0,0.0,-4.0,0.0,0.0,0.0,-4.0,-132.0,93.12,106554.12,17.3,0.0,1.27,0.0,0.0,0.0,0.0,0.0,304341,0.32,2206.19,0,4859568,0.0,0,-4.28,-674989,356523,0,-292474,66595,-6.9,-4.96,-30925,40583,103.16,18.22,1701767,2201102,6.24,468145,0.0,3.2,0.17,0.17,1025086,-9.53,-4.26,-2.4,0,55320,2775,632114,-89093,-127651,3976627,124036,2264.31,295015,12.03,-2.54,2080819,6680060,0,-208838,0,0,100,17,28.57,6,0,11.39,3,0,10.77,80.36,0.0,24.86,11.72,0,10.02,3.6,28.57,0.0,0,1,11.11,8,3.17,0,0,0,243.96,6.0,0,1,0,0
8442,0.0174533342651473,0.0237746281768839,0.0305848154133936,0.0251645968412398,0.0213400922069794,0.0237529406072512,0.0242276117390357,0.0136288296308869,0.0160416780311587,0.0165163491629432,0.0004248223793676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.04,0.0,90.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96,5088.0,0.72,0.0,0.04,0.0,0.0,0.0,0.0,0.0,389316,1.76,80.12,0,480794,15.08,55463,3.88,-151707,1235638,89515,-34174,840979,8.48,11.37,-194933,7547,16.7,17.48,5329065,3263946,111.74,878406,6.13,5.64,0.55,0.55,1439373,8.14,4.09,3.5,0,94289,254449,331954,250641,-84307,531556,566505,132.22,2331284,58.9,3.29,6458112,3082326,3.76,-12173,0,0,100.0,9,22.22,6.67,0,0.0,2,11,42.35,92.06,2.17,37.22,0.49,0.13,0.0,1.69,22.22,0.96,0,1,0,7,0.7,0,2.17,0,31.5,2.0,1,0,0,0
8443,0.0035954404306003,0.0148058302912065,0.0111420311461372,0.0190897274749456,0.0397145038179918,0.036134492142869,0.032715037479121,0.0242202167736465,0.0206402050985238,0.0172207504347758,0.0003399010632628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.02,0.0,296.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93,3355.04,1.77,0.0,0.07,0.0,0.0,0.0,0.0,0.0,279642,0.5,63.79,0,283788,0.0,0,-5.76,-1835,64036,4883,1000,805052,0,-3.46,-244607,3856,37.17,57.27,675311,744820,58.47,996258,0,28.55,1.35,1.35,1333924,21.69,-2.17,-4.43,803,9366,423888,436577,-91106,-154420,468600,63627,178.3,752397,44.44,-3.4,1580463,1341527,1.78,-1715,28.57,0,100,10,28.57,6.0,0,7.55,0,0,49.48,95.24,0,12.94,9.74,0.09,4.19,10.36,28.57,0,0,1,20.0,6,5.76,0,0,0,153.98,4.0,0,1,0,0
8454,0.0111028270962369,0.0482721908698592,0.0643152680657148,0.0641875355029907,0.0677048689603472,0.0812456424362451,0.0839372776530149,0.0146201605535934,0.0281609340294913,0.0308525692462611,0.0002058501624526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.07,42.19,85.0,-5.0,0.0,-3.0,42.19,140.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,0.0,-3.0,-25.0,57.77,22334.0,0.24,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2836386,6.6,65.3,0,3811842,23.47,0,3.19,-172693,130925,126107,-5260,2405934,84.2,22.47,-1549264,27009,38.47,9.81,46745781,40616820,41.07,3458294,19.07,530.26,2.93,2.93,7051769,19.41,10.34,3.32,0,165625,749172,1050690,1655629,-398567,2280724,5334298,102.38,7372246,57.69,2.69,51830417,7547400,0,-1162,22.22,0,100,10,44.44,13.33,0,22.33,2,0,20.66,86.44,1.63,65.77,1.82,0.22,9.6,15.24,44.44,0.1,0,1,0,7,6.45,0,1.63,0,941.25,4.0,0,1,0,0
