,coef,std err,t,P>|t|,[0.025,0.975]
const,0.083,0.09,0.923,0.357,-0.094,0.26
mkt-rf,0.9892,0.015,67.349,0.0,0.96,1.018
FX Factor,-0.003,0.003,-1.025,0.306,-0.009,0.003
