,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0361,0.043,-0.837,0.403,-0.121,0.049
mkt-rf,0.9942,0.007,141.253,0.0,0.98,1.008
FX Factor,0.001,0.001,0.728,0.467,-0.002,0.004
