,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1234,0.111,-1.11,0.268,-0.342,0.096
mkt-rf,0.9744,0.01,100.055,0.0,0.955,0.994
FX Factor,0.004,0.004,1.022,0.308,-0.004,0.012
