,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4296,0.219,-1.958,0.051,-0.862,0.003
mkt-rf,0.9895,0.019,51.473,0.0,0.952,1.027
FX Factor,0.0153,0.008,1.97,0.05,-7.57e-07,0.031
