,coef,std err,t,P>|t|,[0.025,0.975]
const,0.011,0.041,0.271,0.787,-0.069,0.091
mkt-rf,1.001,0.007,153.757,0.0,0.988,1.014
FX Factor,-0.0003,0.002,-0.182,0.856,-0.003,0.003
