,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0023,0.097,0.023,0.981,-0.19,0.194
mkt-rf,1.0003,0.016,64.262,0.0,0.97,1.031
FX Factor,-8.078e-05,0.004,-0.021,0.983,-0.008,0.008
